,rank_2018,primary_school_name,total_vacancy,percentage_balance_vacancy,balance_vacancy,primary_school_name_clean,index,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
122,123, Oasis Primary School ,83,74.10%, 237/320, Oasis Primary School ,0,71 EDGEFIELD PLAINS OASIS PRIMARY SCHOOL SINGAPORE 828716,71,OASIS PRIMARY SCHOOL,1.40462413200795,103.911120600638,103.911120600638,828716,EDGEFIELD PLAINS,OASIS PRIMARY SCHOOL,36658.2990973182,42941.8599344026
123,124, Marymount Convent School ,82,61.00%, 128/210, Marymount Convent School ,0,20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL SINGAPORE 297754,20,MARYMOUNT CONVENT SCHOOL,1.34036676987376,103.840021064426,103.840021064426,297754,MARYMOUNT ROAD,MARYMOUNT CONVENT SCHOOL,28745.9144793665,35836.4646800421
124,125, Corporation Primary School ,82,65.80%, 158/240, Corporation Primary School ,0,31 JURONG WEST STREET 24 CORPORATION PRIMARY SCHOOL SINGAPORE 648347,31,CORPORATION PRIMARY SCHOOL,1.35099779872542,103.707593724614,103.707593724614,648347,JURONG WEST STREET 24,CORPORATION PRIMARY SCHOOL,14008.2264165552,37012.3505131565
125,126, Yew Tee Primary School ,81,61.40%, 129/210, Yew Tee Primary School ,0,10 CHOA CHU KANG STREET 64 YEW TEE PRIMARY SCHOOL SINGAPORE 689100,10,YEW TEE PRIMARY SCHOOL,1.39676600905038,103.750985967346,103.750985967346,689100,CHOA CHU KANG STREET 64,YEW TEE PRIMARY SCHOOL,18837.4775282666,42072.9649468455
126,127, Bendemeer Primary School ,81,61.40%, 129/210, Bendemeer Primary School ,0,91 BENDEMEER ROAD BENDEMEER PRIMARY SCHOOL SINGAPORE 339948,91,BENDEMEER PRIMARY SCHOOL,1.32181250780476,103.865404167629,103.865404167629,339948,BENDEMEER ROAD,BENDEMEER PRIMARY SCHOOL,31570.8074810542,33784.8514976744
127,128, Seng Kang Primary School ,81,70.00%, 189/270, Seng Kang Primary School ,0,21 COMPASSVALE WALK SENG KANG PRIMARY SCHOOL SINGAPORE 545166,21,SENG KANG PRIMARY SCHOOL,1.38949740395092,103.899767112047,103.899767112047,545166,COMPASSVALE WALK,SENG KANG PRIMARY SCHOOL,35394.8580362806,41269.1828393471
128,129, Gan Eng Seng Primary School ,80,55.60%, 100/180, Gan Eng Seng Primary School ,0,100 REDHILL CLOSE GAN ENG SENG PRIMARY SCHOOL SINGAPORE 158901,100,GAN ENG SENG PRIMARY SCHOOL,1.28559516494963,103.815547410064,103.815547410064,158901,REDHILL CLOSE,GAN ENG SENG PRIMARY SCHOOL,26022.2170935366,29780.1080715619
129,130, Sembawang Primary School ,79,62.40%, 131/210, Sembawang Primary School ,0,10 SEMBAWANG DRIVE SEMBAWANG PRIMARY SCHOOL SINGAPORE 757715,10,SEMBAWANG PRIMARY SCHOOL,1.44507371552624,103.821042374036,103.821042374036,757715,SEMBAWANG DRIVE,SEMBAWANG PRIMARY SCHOOL,26633.8508971548,47414.4307650886
130,131, Bedok Green Primary School ,79,67.10%, 161/240, Bedok Green Primary School ,0,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,1,BEDOK GREEN PRIMARY SCHOOL,1.32344593287994,103.937878976352,103.937878976352,469317,BEDOK SOUTH AVENUE 2,BEDOK GREEN PRIMARY SCHOOL,39636.5324891722,33965.689382473
131,132, Wellington Primary School ,78,67.50%, 162/240, Wellington Primary School ,0,10 WELLINGTON CIRCLE WELLINGTON PRIMARY SCHOOL SINGAPORE 757702,10,WELLINGTON PRIMARY SCHOOL,1.45191585783116,103.82230605577,103.82230605577,757702,WELLINGTON CIRCLE,WELLINGTON PRIMARY SCHOOL,26774.4825479258,48170.9998424742
132,133, Waterway Primary School ,78,75.60%, 242/320, Waterway Primary School ,0,70 PUNGGOL DRIVE WATERWAY PRIMARY SCHOOL SINGAPORE 828802,70,WATERWAY PRIMARY SCHOOL,1.3988280062658,103.918621581556,103.918621581556,828802,PUNGGOL DRIVE,WATERWAY PRIMARY SCHOOL,37493.0794339105,42300.9820826873
133,134, East Spring Primary School ,77,57.20%, 103/180, East Spring Primary School ,0,31 TAMPINES STREET 33 EAST SPRING PRIMARY SCHOOL SINGAPORE 529258,31,EAST SPRING PRIMARY SCHOOL,1.35268400746359,103.961676849165,103.961676849165,529258,TAMPINES STREET 33,EAST SPRING PRIMARY SCHOOL,42284.8340225695,37198.81848507
134,135, St. Anthony’s Canossian Primary School ,77,67.90%, 163/240, Saint Anthony Canossian Primary School ,0,1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,1602,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1.33472537301892,103.941234868202,103.941234868202,469701,BEDOK NORTH AVENUE 4,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,40009.9558383403,35212.9302619249
135,136, Pei Tong Primary School ,76,68.30%, 164/240, Pei Tong Primary School ,0,15 CLEMENTI AVENUE 5 PEI TONG PRIMARY SCHOOL SINGAPORE 129857,15,PEI TONG PRIMARY SCHOOL,1.31619774918991,103.767599739431,103.767599739431,129857,CLEMENTI AVENUE 5,PEI TONG PRIMARY SCHOOL,20686.127928582,33164.0736756399
136,137, Xishan Primary School ,76,68.30%, 164/240, Xishan Primary School ,0,8 YISHUN STREET 21 XISHAN PRIMARY SCHOOL SINGAPORE 768611,8,XISHAN PRIMARY SCHOOL,1.43347186925066,103.837755319448,103.837755319448,768611,YISHUN STREET 21,XISHAN PRIMARY SCHOOL,28493.7422212632,46131.553663129
137,138, Telok Kurau Primary School ,75,68.80%, 165/240, Telok Kurau Primary School ,0,50 BEDOK RESERVOIR ROAD TELOK KURAU PRIMARY SCHOOL SINGAPORE 479239,50,TELOK KURAU PRIMARY SCHOOL,1.3310458544135,103.910934011337,103.910934011337,479239,BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,36637.797290423,34805.9404149782
138,139, Qihua Primary School ,74,69.20%, 166/240, Qihua Primary School ,0,5 WOODLANDS STREET 81 QIHUA PRIMARY SCHOOL SINGAPORE 738525,5,QIHUA PRIMARY SCHOOL,1.44203596612333,103.788339756898,103.788339756898,738525,WOODLANDS STREET 81,QIHUA PRIMARY SCHOOL,22994.555115696,47078.5774599053
139,140, Yumin Primary School ,73,51.30%, 77/150, Yumin Primary School ,0,3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393,3,YUMIN PRIMARY SCHOOL,1.35129177656982,103.950461927088,103.950461927088,529393,TAMPINES STREET 21,YUMIN PRIMARY SCHOOL,41036.7447315333,37044.8092632666
140,141, Peiying Primary School ,70,66.70%, 140/210, Peiying Primary School ,0,651 YISHUN RING ROAD PEIYING PRIMARY SCHOOL SINGAPORE 768687,651,PEIYING PRIMARY SCHOOL,1.41723339695906,103.830417090698,103.830417090698,768687,YISHUN RING ROAD,PEIYING PRIMARY SCHOOL,27677.105997242,44335.9849220235
141,142, Chij Our Lady Queen Of Peace ,69,61.70%, 111/180, Chij Our Lady Queen Of Peace ,0,4 CHESTNUT DRIVE CHIJ OUR LADY QUEEN OF PEACE SINGAPORE 679287,4,CHIJ OUR LADY QUEEN OF PEACE,1.36660366856101,103.767412204602,103.767412204602,679287,CHESTNUT DRIVE,CHIJ OUR LADY QUEEN OF PEACE,20665.4072236288,38737.7066427022
142,143, Cantonment Primary School ,69,67.10%, 141/210, Cantonment Primary School ,0,1 CANTONMENT CLOSE CANTONMENT PRIMARY SCHOOL SINGAPORE 088256,1,CANTONMENT PRIMARY SCHOOL,1.27547252623205,103.839962631748,103.839962631748,088256,CANTONMENT CLOSE,CANTONMENT PRIMARY SCHOOL,28739.4305021623,28660.7930697463
143,144, Chij Our Lady Of Good Counsel ,68,54.70%, 82/150, Chij Our Lady Of Good Counsel ,0,2C BURGHLEY DRIVE CHIJ OUR LADY OF GOOD COUNSEL SINGAPORE 558979,2C,CHIJ OUR LADY OF GOOD COUNSEL,1.3574295229699,103.864009397373,103.864009397373,558979,BURGHLEY DRIVE,CHIJ OUR LADY OF GOOD COUNSEL,31415.5340866447,37723.197379699
144,145, Si Ling Primary School ,68,67.60%, 142/210, Si Ling Primary School ,0,61 WOODLANDS AVENUE 1 SI LING PRIMARY SCHOOL SINGAPORE 739067,61,SI LING PRIMARY SCHOOL,1.43240935732527,103.786035065192,103.786035065192,739067,WOODLANDS AVENUE 1,SI LING PRIMARY SCHOOL,22738.0565941436,46014.1202728506
145,146, Boon Lay Garden Primary School ,68,71.70%, 172/240, Boon Lay Garden Primary School ,0,20 BOON LAY DRIVE BOON LAY GARDEN PRIMARY SCHOOL SINGAPORE 649930,20,BOON LAY GARDEN PRIMARY SCHOOL,1.34317853793319,103.713280889452,103.713280889452,649930,BOON LAY DRIVE,BOON LAY GARDEN PRIMARY SCHOOL,14641.102775434,36147.7026988063
146,147, St. Gabriel’s Primary School ,67,55.30%, 83/150, Saint Gabriel Primary School ,0,220 LORONG CHUAN SAINT GABRIEL'S PRIMARY SCHOOL SINGAPORE 556742,220,SAINT GABRIEL'S PRIMARY SCHOOL,1.34947192653863,103.862561037707,103.862561037707,556742,LORONG CHUAN,SAINT GABRIEL'S PRIMARY SCHOOL,31254.3589499649,36843.2848763373
147,148, North Spring Primary School ,67,75.20%, 203/270, North Spring Primary School ,0,1 RIVERVALE STREET NORTH SPRING PRIMARY SCHOOL SINGAPORE 545088,1,NORTH SPRING PRIMARY SCHOOL,1.38706146494863,103.903202683028,103.903202683028,545088,RIVERVALE STREET,NORTH SPRING PRIMARY SCHOOL,35777.2005732823,40999.8398870286
148,149, Pioneer Primary School ,66,63.30%, 114/180, Pioneer Primary School ,0,23 JURONG WEST STREET 81 PIONEER PRIMARY SCHOOL SINGAPORE 649076,23,PIONEER PRIMARY SCHOOL,1.34883617453429,103.695003812477,103.695003812477,649076,JURONG WEST STREET 81,PIONEER PRIMARY SCHOOL,12607.0934523968,36773.4045769703
149,150, Changkat Primary School ,65,63.90%, 115/180, Changkat Primary School ,0,11 SIMEI STREET 3 CHANGKAT PRIMARY SCHOOL SINGAPORE 529896,11,CHANGKAT PRIMARY SCHOOL,1.34023163951634,103.952080114035,103.952080114035,529896,SIMEI STREET 3,CHANGKAT PRIMARY SCHOOL,41216.8906296883,35821.8419446964
150,151, Northoaks Primary School ,65,72.90%, 175/240, Northoaks Primary School ,0,61 SEMBAWANG DRIVE NORTHOAKS PRIMARY SCHOOL SINGAPORE 757622,61,NORTHOAKS PRIMARY SCHOOL,1.45660782030105,103.814196981329,103.814196981329,757622,SEMBAWANG DRIVE,NORTHOAKS PRIMARY SCHOOL,25872.0767556801,48689.8195981421
151,152, New Town Primary School ,64,73.30%, 176/240, New Town Primary School ,0,300 TANGLIN HALT ROAD NEW TOWN PRIMARY SCHOOL SINGAPORE 148812,300,NEW TOWN PRIMARY SCHOOL,1.29964181064172,103.800102318609,103.800102318609,148812,TANGLIN HALT ROAD,NEW TOWN PRIMARY SCHOOL,24303.3274160316,31333.3311160151
152,153, Ahmad Ibrahim Primary School ,63,70.00%, 147/210, Ahmad Ibrahim Primary School ,0,10 YISHUN STREET 11 AHMAD IBRAHIM PRIMARY SCHOOL SINGAPORE 768643,10,AHMAD IBRAHIM PRIMARY SCHOOL,1.4331527154352,103.832942401086,103.832942401086,768643,YISHUN STREET 11,AHMAD IBRAHIM PRIMARY SCHOOL,27958.1371433483,46096.2627680507
153,154, Tampines North Primary School ,63,70.00%, 147/210, Tampines North Primary School ,0,30 TAMPINES AVENUE 9 TAMPINES NORTH PRIMARY SCHOOL SINGAPORE 529565,30,TAMPINES NORTH PRIMARY SCHOOL,1.36047641484685,103.948725782833,103.948725782833,529565,TAMPINES AVENUE 9,TAMPINES NORTH PRIMARY SCHOOL,40843.4826263869,38060.3925251365
154,155, Bukit View Primary School ,61,71.00%, 149/210, Bukit View Primary School ,0,18 BUKIT BATOK STREET 21 BUKIT VIEW PRIMARY SCHOOL SINGAPORE 659634,18,BUKIT VIEW PRIMARY SCHOOL,1.34586054842037,103.753665986188,103.753665986188,659634,BUKIT BATOK STREET 21,BUKIT VIEW PRIMARY SCHOOL,19135.5408017598,36444.0823762417
155,156, Cedar Primary School ,59,67.20%, 121/180, Cedar Primary School ,0,15 CEDAR AVENUE CEDAR PRIMARY SCHOOL SINGAPORE 349700,15,CEDAR PRIMARY SCHOOL,1.33558842561171,103.875620790518,103.875620790518,349700,CEDAR AVENUE,CEDAR PRIMARY SCHOOL,32707.7902984489,35308.1392943561
156,157, Mayflower Primary School ,59,67.20%, 121/180, Mayflower Primary School ,0,200 ANG MO KIO AVENUE 5 MAYFLOWER PRIMARY SCHOOL (U/C) SINGAPORE 569878,200,MAYFLOWER PRIMARY SCHOOL (U/C),1.37637683520311,103.843252803198,103.843252803198,569878,ANG MO KIO AVENUE 5,MAYFLOWER PRIMARY SCHOOL (U/C),29105.5558772413,39818.2753261477
157,158, Dazhong Primary School ,57,72.90%, 153/210, Dazhong Primary School ,0,35 BUKIT BATOK STREET 31 DAZHONG PRIMARY SCHOOL SINGAPORE 659441,35,DAZHONG PRIMARY SCHOOL,1.35917974472771,103.74847210784,103.74847210784,659441,BUKIT BATOK STREET 31,DAZHONG PRIMARY SCHOOL,18557.570232396,37916.8722190708
158,159, Xinghua Primary School ,57,76.30%, 183/240, Xinghua Primary School ,0,45 HOUGANG AVENUE 1 XINGHUA PRIMARY SCHOOL SINGAPORE 538882,45,XINGHUA PRIMARY SCHOOL,1.35790893608186,103.890465047334,103.890465047334,538882,HOUGANG AVENUE 1,XINGHUA PRIMARY SCHOOL,34359.7422694266,37776.2619072292
159,160, Yuhua Primary School ,55,73.80%, 155/210, Yuhua Primary School ,0,158 JURONG EAST STREET 24 YUHUA PRIMARY SCHOOL SINGAPORE 609558,158,YUHUA PRIMARY SCHOOL,1.34280230475035,103.741105772644,103.741105772644,609558,JURONG EAST STREET 24,YUHUA PRIMARY SCHOOL,17737.7130106194,36105.9662365951
160,161, Lianhua Primary School ,54,74.30%, 156/210, Lianhua Primary School ,0,2 BUKIT BATOK STREET 52 LIANHUA PRIMARY SCHOOL SINGAPORE 659243,2,LIANHUA PRIMARY SCHOOL,1.35424191127296,103.754165828711,103.754165828711,659243,BUKIT BATOK STREET 52,LIANHUA PRIMARY SCHOOL,19191.1979939705,37370.8497486655
161,162, Ang Mo Kio Primary School ,52,71.10%, 128/180, Ang Mo Kio Primary School ,0,20 ANG MO KIO AVENUE 3 ANG MO KIO PRIMARY SCHOOL SINGAPORE 569920,20,ANG MO KIO PRIMARY SCHOOL,1.3693217658461,103.839630858752,103.839630858752,569920,ANG MO KIO AVENUE 3,ANG MO KIO PRIMARY SCHOOL,28702.480467556,39038.1602696721
162,163, Townsville Primary School ,52,75.20%, 158/210, Townsville Primary School ,0,3 ANG MO KIO AVENUE 10 TOWNSVILLE PRIMARY SCHOOL SINGAPORE 569730,3,TOWNSVILLE PRIMARY SCHOOL,1.36003263719251,103.853826048328,103.853826048328,569730,ANG MO KIO AVENUE 10,TOWNSVILLE PRIMARY SCHOOL,30282.2422985248,38011.0245053861
163,164, Teck Whye Primary School ,51,71.70%, 129/180, Teck Whye Primary School ,0,11 TECK WHYE WALK TECK WHYE PRIMARY SCHOOL SINGAPORE 688261,11,TECK WHYE PRIMARY SCHOOL,1.38364996834459,103.753291857016,103.753291857016,688261,TECK WHYE WALK,TECK WHYE PRIMARY SCHOOL,19094.0433355467,40622.6493846066
164,165, Park View Primary School ,49,72.80%, 131/180, Park View Primary School ,0,60 PASIR RIS DRIVE 1 PARK VIEW PRIMARY SCHOOL SINGAPORE 519524,60,PARK VIEW PRIMARY SCHOOL,1.37738069854251,103.939541695654,103.939541695654,519524,PASIR RIS DRIVE 1,PARK VIEW PRIMARY SCHOOL,39821.3162899353,39929.5384668745
165,166, Marsiling Primary School ,49,79.60%, 191/240, Marsiling Primary School ,0,31 WOODLANDS CENTRE ROAD MARSILING PRIMARY SCHOOL SINGAPORE 738927,31,MARSILING PRIMARY SCHOOL,1.4338390403706,103.773643013846,103.773643013846,738927,WOODLANDS CENTRE ROAD,MARSILING PRIMARY SCHOOL,21359.0114489598,46172.2397052348
166,167, Meridian Primary School ,47,73.90%, 133/180, Meridian Primary School ,0,20 PASIR RIS STREET 71 MERIDIAN PRIMARY SCHOOL SINGAPORE 518798,20,MERIDIAN PRIMARY SCHOOL,1.37552831658488,103.934889078246,103.934889078246,518798,PASIR RIS STREET 71,MERIDIAN PRIMARY SCHOOL,39303.5458041914,39724.6885971092
167,168, Bukit Timah Primary School ,46,78.10%, 164/210, Bukit Timah Primary School ,0,111 LORONG KISMIS BUKIT TIMAH PRIMARY SCHOOL SINGAPORE 598112,111,BUKIT TIMAH PRIMARY SCHOOL,1.33751860013149,103.767243310781,103.767243310781,598112,LORONG KISMIS,BUKIT TIMAH PRIMARY SCHOOL,20646.5238155555,35521.62664783
168,169, Eunos Primary School ,45,70.00%, 105/150, Eunos Primary School ,0,95 JALAN EUNOS EUNOS PRIMARY SCHOOL SINGAPORE 419529,95,EUNOS PRIMARY SCHOOL,1.32447629876371,103.904541254016,103.904541254016,419529,JALAN EUNOS,EUNOS PRIMARY SCHOOL,35926.3698536847,34079.4906147048
169,170, Damai Primary School ,45,78.60%, 165/210, Damai Primary School ,0,52 BEDOK RESERVOIR CRESCENT DAMAI PRIMARY SCHOOL SINGAPORE 479226,52,DAMAI PRIMARY SCHOOL,1.33546106800408,103.921270169613,103.921270169613,479226,BEDOK RESERVOIR CRESCENT,DAMAI PRIMARY SCHOOL,37788.0885467734,35294.1912929025
170,171, Yio Chu Kang Primary School ,42,80.00%, 168/210, Yio Chu Kang Primary School ,0,1 HOUGANG STREET 51 YIO CHU KANG PRIMARY SCHOOL SINGAPORE 538720,1,YIO CHU KANG PRIMARY SCHOOL,1.37793264345278,103.885643682171,103.885643682171,538720,HOUGANG STREET 51,YIO CHU KANG PRIMARY SCHOOL,33823.1315680211,39990.3703038488
171,172, Farrer Park Primary School ,40,77.80%, 140/180, Farrer Park Primary School ,0,2 FARRER PARK ROAD FARRER PARK PRIMARY SCHOOL SINGAPORE 217567,2,FARRER PARK PRIMARY SCHOOL,1.31236855965766,103.850766169884,103.850766169884,217567,FARRER PARK ROAD,FARRER PARK PRIMARY SCHOOL,29941.7508788565,32740.5719474107
172,173, Montfort Junior School ,39,67.50%, 81/120, Montfort Junior School ,0,52 HOUGANG AVENUE 8 MONTFORT JUNIOR SCHOOL SINGAPORE 538786,52,MONTFORT JUNIOR SCHOOL,1.3738244407598,103.889307782925,103.889307782925,538786,HOUGANG AVENUE 8,MONTFORT JUNIOR SCHOOL,34230.9110763958,39536.1151842494
173,174, Canossa Catholic Primary School ,39,67.50%, 81/120, Canossa Catholic Primary School ,0,1 SALLIM ROAD CANOSSA CATHOLIC PRIMARY SCHOOL SINGAPORE 387621,1,CANOSSA CATHOLIC PRIMARY SCHOOL,1.32664424544841,103.882227964852,103.882227964852,387621,SALLIM ROAD,CANOSSA CATHOLIC PRIMARY SCHOOL,33443.1189393336,34319.1509661116
174,175, West View Primary School ,39,81.40%, 171/210, West View Primary School ,0,31 SENJA ROAD WEST VIEW PRIMARY SCHOOL SINGAPORE 677742,31,WEST VIEW PRIMARY SCHOOL,1.38367582003361,103.760240434318,103.760240434318,677742,SENJA ROAD,WEST VIEW PRIMARY SCHOOL,19867.3321747268,40625.4829824381
175,176, Kranji Primary School ,37,75.30%, 113/150, Kranji Primary School ,0,11 CHOA CHU KANG STREET 54 KRANJI PRIMARY SCHOOL SINGAPORE 689189,11,KRANJI PRIMARY SCHOOL,1.39356050497107,103.747362720939,103.747362720939,689189,CHOA CHU KANG STREET 54,KRANJI PRIMARY SCHOOL,18434.2452396229,41718.5305804797
176,177, Zhonghua Primary School ,37,79.40%, 143/180, Zhonghua Primary School ,0,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,12,ZHONGHUA PRIMARY SCHOOL,1.3602032970505,103.869762438084,103.869762438084,556095,SERANGOON AVENUE 4,ZHONGHUA PRIMARY SCHOOL,32055.7766133808,38029.916116083
177,178, Angsana Primary School ,35,83.30%, 175/210, Angsana Primary School ,0,3 TAMPINES STREET 22 ANGSANA PRIMARY SCHOOL SINGAPORE 529366,3,ANGSANA PRIMARY SCHOOL,1.34855974654082,103.951808106156,103.951808106156,529366,TAMPINES STREET 22,ANGSANA PRIMARY SCHOOL,41186.5743382685,36742.7219521441
178,179, Blangah Rise Primary School ,28,76.70%, 92/120, Blangah Rise Primary School ,0,91 TELOK BLANGAH HEIGHTS BLANGAH RISE PRIMARY SCHOOL SINGAPORE 109100,91,BLANGAH RISE PRIMARY SCHOOL,1.27612047869293,103.808628536055,103.808628536055,109100,TELOK BLANGAH HEIGHTS,BLANGAH RISE PRIMARY SCHOOL,25252.1939881919,28732.4525514655
179,180, Stamford Primary School ,28,84.40%, 152/180, Stamford Primary School ,0,1 VICTORIA LANE STAMFORD PRIMARY SCHOOL SINGAPORE 198423,1,STAMFORD PRIMARY SCHOOL,1.3034563846745,103.857453500579,103.857453500579,198423,VICTORIA LANE,STAMFORD PRIMARY SCHOOL,30685.9966796199,31755.1155901868
180,181, Guangyang Primary School ,25,83.30%, 125/150, Guangyang Primary School ,0,6 BISHAN STREET 12 GUANGYANG PRIMARY SCHOOL SINGAPORE 579806,6,GUANGYANG PRIMARY SCHOOL,1.34569011530241,103.849453239895,103.849453239895,579806,BISHAN STREET 12,GUANGYANG PRIMARY SCHOOL,29795.6102129053,36425.0979033709
181,182, Fern Green Primary School ,24,92.00%, 276/300, Fern Green Primary School ,0,70 FERNVALE LINK FERN GREEN PRIMARY SCHOOL SINGAPORE 797538,70,FERN GREEN PRIMARY SCHOOL,1.39726966050481,103.880330305684,103.880330305684,797538,FERNVALE LINK,FERN GREEN PRIMARY SCHOOL,33231.7764054537,42128.5479522292
182,183, First Toa Payoh Primary School ,23,84.70%, 127/150, First Toa Payoh Primary School ,0,7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252,7,FIRST TOA PAYOH PRIMARY SCHOOL,1.34032299527313,103.85552990727,103.85552990727,319252,LORONG 8 TOA PAYOH,FIRST TOA PAYOH PRIMARY SCHOOL,30471.8818405755,35831.6344849318
183,184, Juying Primary School ,19,89.40%, 161/180, Juying Primary School ,0,31 JURONG WEST STREET 91 JUYING PRIMARY SCHOOL SINGAPORE 649037,31,JUYING PRIMARY SCHOOL,1.33902264667596,103.687769624799,103.687769624799,649037,JURONG WEST STREET 91,JUYING PRIMARY SCHOOL,11801.9418699732,35688.3182758819
